gpt-o4-mini_code_bleu,gpt-o4-mini_ngram_match,gpt-o4-mini_weighted_ngram_match,gpt-o4-mini_syntax_match,gpt-o4-mini_dataflow_match,qwen-3-coder_code_bleu,qwen-3-coder_ngram_match,qwen-3-coder_weighted_ngram_match,qwen-3-coder_syntax_match,qwen-3-coder_dataflow_match,claude-4-sonnet_code_bleu,claude-4-sonnet_ngram_match,claude-4-sonnet_weighted_ngram_match,claude-4-sonnet_syntax_match,claude-4-sonnet_dataflow_match
0.46008615664093155,0.17944324829318972,0.49862067651615033,0.5789473684210527,0.5833333333333334,0.7757596349867297,0.6187934993051338,0.8833678476593292,0.6842105263157895,0.9166666666666666,0.7685443380474558,0.5899323115480382,0.8833678476593292,0.6842105263157895,0.9166666666666666
0.5364127455719392,0.392814650900513,0.5220671006180132,0.23076923076923078,0.0,0.5473910946590762,0.00786404715782268,0.5663157160938669,0.6153846153846154,0.0,0.5174649113098968,0.31702331385234306,0.5220671006180132,0.23076923076923078,0.0
0.3581927125905841,0.09109147540218931,0.25834604162681385,0.3333333333333333,0.75,0.45950739834191245,0.3590404023454787,0.45474676677974685,0.42424242424242425,0.6,0.342972156385979,0.13847384571012253,0.2500814465004601,0.3333333333333333,0.65
0.5047913199915826,0.2254703488382366,0.2630826862301342,0.5306122448979592,0.0,0.498424677139379,0.20569741659722,0.29820537359294913,0.4897959183673469,0.0,0.5013870818508768,0.2411256598847389,0.3256471573146863,0.4387755102040816,0.0
0.15760424033762155,0.09753987722072648,0.1166608679135434,0.21621621621621623,0.2,0.16062118627039373,0.07859808224847199,0.09312499207143216,0.21621621621621623,0.2545454545454545,0.09213994048441101,0.0059613338346551316,0.06898663449119527,0.20270270270270271,0.09090909090909091
0.1977867696200652,0.07611137668875849,0.2545093860020286,0.21052631578947367,0.25,0.18943665255537828,0.042710908430010866,0.2545093860020286,0.21052631578947367,0.25,0.18760915960887276,0.03540093664398877,0.2545093860020286,0.21052631578947367,0.25
0.17294827031537952,0.1678002527885631,0.1929232189653149,0.22580645161290322,0.10526315789473684,0.24408759393519006,0.10431000906746575,0.1929232189653149,0.25806451612903225,0.42105263157894735,0.21995169409686127,0.18308758922871096,0.20775484080898884,0.22580645161290322,0.2631578947368421
0.3628654508510869,0.2599804111735252,0.29148139223082226,0.5,0.4,0.5089005446082949,0.2742349121345901,0.4675756920192102,0.47560975609756095,0.8181818181818182,0.47271851059786196,0.2864603514996433,0.48024517647938797,0.4878048780487805,0.6363636363636364
0.6343221933017937,0.7751488414945192,0.787780957353681,0.6666666666666666,0.3076923076923077,0.6343221933017937,0.7751488414945192,0.787780957353681,0.6666666666666666,0.3076923076923077,0.6343221933017937,0.7751488414945192,0.787780957353681,0.6666666666666666,0.3076923076923077
0.27439907759473586,0.22247088259022785,0.2340997867630746,0.3076923076923077,0.3333333333333333,0.2672516947825163,0.18762960550870145,0.2100485022926925,0.3076923076923077,0.36363636363636365,0.2550124343510592,0.19967327231149848,0.2178123625286357,0.2692307692307692,0.3333333333333333
0.8446165241471408,0.8207202632332541,0.8304731060825817,1.0,0.7272727272727273,0.8882573649524367,0.9073650826903659,0.8956643771193807,0.75,1.0,0.5173084590126401,0.5225565740436502,0.5012227165523647,0.5,0.5454545454545454
0.2699991753219425,0.15155511030991883,0.33677492431118444,0.2916666666666667,0.3,0.3751314146327618,0.2887308472548599,0.4784614779428538,0.3333333333333333,0.4,0.33329001640298733,0.22355506685056625,0.47627166542804966,0.3333333333333333,0.3
0.25951383530956484,0.04396813965445026,0.08696123062805097,0.4603174603174603,0.44680851063829785,0.36166525757696955,0.19606565695585443,0.22661698767151053,0.49206349206349204,0.5319148936170213,0.2314087133933504,0.06798545498307995,0.0883147143620205,0.36507936507936506,0.40425531914893614
0.37361983170024615,0.1664981151147311,0.2188903025953444,0.4090909090909091,0.7,0.23885950270911993,0.12089683913295772,0.21635935352170388,0.3181818181818182,0.3,0.34861983170024613,0.1664981151147311,0.2188903025953444,0.4090909090909091,0.6
0.36870096509997075,0.14644296806413845,0.22353908940073403,0.4444444444444444,0.660377358490566,0.5028144950765497,0.4056217950035652,0.4286969819483359,0.4222222222222222,0.7547169811320755,0.48441251822227804,0.3683155810885491,0.4601101731422823,0.4111111111111111,0.6981132075471698
0.26469130683383046,0.18210083195309426,0.22052404450503466,0.36666666666666664,0.2894736842105263,0.24875235617777253,0.12547579801541794,0.13970906529216331,0.4666666666666667,0.2631578947368421,0.2439538317177931,0.047167650373092264,0.06461258877878191,0.4166666666666667,0.4473684210526316
0.8466883849619825,0.6888365053466561,0.697917034501274,1.0,1.0,0.8466883849619825,0.6888365053466561,0.697917034501274,1.0,1.0,0.8466883849619825,0.6888365053466561,0.697917034501274,1.0,1.0
0.22394284517856056,0.019005302794086416,0.13193849171325928,0.3448275862068966,0.4,0.1759964942415898,0.03411645077034132,0.13193849171325928,0.13793103448275862,0.4,0.1625951565681193,0.0805111000764593,0.13193849171325928,0.13793103448275862,0.3
0.45570691931469864,0.282200188850411,0.35265756359635375,0.47368421052631576,0.7142857142857143,0.39347537082849837,0.23203058032469892,0.25916413607200117,0.3684210526315789,0.7142857142857143,0.45570691931469864,0.282200188850411,0.35265756359635375,0.47368421052631576,0.7142857142857143
0.7047812516955195,0.4116245235860851,0.8690389447344548,0.5384615384615384,1.0,0.7381295388220945,0.5450176720923848,0.8690389447344548,0.5384615384615384,1.0,0.8036390526721978,0.8070557274927982,0.8690389447344548,0.5384615384615384,1.0
0.19964690003763502,0.13796620851017116,0.15260000126603743,0.23529411764705882,0.2727272727272727,0.18594213833976475,0.08175340974854192,0.15399375323618558,0.23529411764705882,0.2727272727272727,0.22071084989635187,0.12991916506579942,0.15399375323618558,0.23529411764705882,0.36363636363636365
0.3222261885543707,0.17001078098404226,0.36889397323344053,0.25,0.5,0.2870360267805746,0.34565432327315804,0.3649897838491404,0.1875,0.25,0.2870360267805746,0.34565432327315804,0.3649897838491404,0.1875,0.25
0.3265645296633707,0.07606536695985176,0.2890505605514397,0.36538461538461536,0.5757575757575758,0.42283888008176373,0.4468391693642279,0.4688753253218015,0.4423076923076923,0.3333333333333333,0.3539882276449838,0.30467580781056375,0.3601116016038702,0.3269230769230769,0.42424242424242425
0.4214072614104709,0.315938973235249,0.4571900724066346,0.5375,0.375,0.37542043763512967,0.388590301472865,0.40594859192479654,0.475,0.23214285714285715,0.4068247286969905,0.40904963416330975,0.4378921377675095,0.5125,0.26785714285714285
0.5617090891965962,0.6540585844910979,0.7138957847176474,0.5217391304347826,0.35714285714285715,0.6667650286183626,0.8172460049207133,0.8839756002359669,0.6086956521739131,0.35714285714285715,0.6667650286183626,0.8172460049207133,0.8839756002359669,0.6086956521739131,0.35714285714285715
0.6194274531754489,0.49730266628126335,0.5208483228911205,0.6470588235294118,0.8125,0.5726143174161239,0.4975501232439633,0.5208483228911205,0.6470588235294118,0.625,0.5212734541629946,0.3368756616854967,0.43939462555471726,0.5588235294117647,0.75
0.46481246515457486,0.4082657763109114,0.4304213137446175,0.48484848484848486,0.5357142857142857,0.4505992143514624,0.4297453425935445,0.4678896100504003,0.3333333333333333,0.5714285714285714,0.42565111331428906,0.2268154478837698,0.5050097845941655,0.36363636363636365,0.6071428571428571
0.49439832645362813,0.4803937210617267,0.49719958475278564,0.5294117647058824,0.47058823529411764,0.4471140466869043,0.40168914271153594,0.43578665187921856,0.45098039215686275,0.5,0.44677620060644363,0.394034414671447,0.43228607402883723,0.43137254901960786,0.5294117647058824
0.5507365529599124,0.3112317271723676,0.4599616111040639,0.6041666666666666,0.8275862068965517,0.373343035390501,0.16606131299547255,0.4695522078768763,0.375,0.4827586206896552,0.4784987665273537,0.15939085969325395,0.3235697236575403,0.5,0.9310344827586207
0.36257413820141865,0.207061938283276,0.28270829873292497,0.21052631578947367,0.75,0.35564042705062987,0.3290385879986622,0.38299680441438355,0.21052631578947367,0.5,0.3355797482583459,0.04559395692040092,0.3361987203235091,0.21052631578947367,0.75
0.49507489648093517,0.5548965063896154,0.5846900260551144,0.48936170212765956,0.35135135135135137,0.5560179184248031,0.5742358722097124,0.5946316611789767,0.5957446808510638,0.4594594594594595,0.49105603552311344,0.5388210625583286,0.5846900260551144,0.48936170212765956,0.35135135135135137
0.3275628122695939,0.09867571387727753,0.386575535201098,0.2916666666666667,0.5333333333333333,0.43742470826460733,0.3489214645008508,0.6007773685575784,0.3333333333333333,0.4666666666666667,0.43742470826460733,0.3489214645008508,0.6007773685575784,0.3333333333333333,0.4666666666666667
0.5002622396482856,0.24750028117795922,0.4064898538857717,0.7,0.6470588235294118,0.4769456363748491,0.3287436720057815,0.4064898538857717,0.4666666666666667,0.7058823529411765,0.4916515187277902,0.3287436720057815,0.4064898538857717,0.4666666666666667,0.7647058823529411
0.31426091318841987,0.06992691645266343,0.3893226186539572,0.23529411764705882,0.5625,0.44429735941910964,0.07278678022414167,0.6088144221581792,0.47058823529411764,0.625,0.3579471188627842,0.05974682188194255,0.394100477098606,0.35294117647058826,0.625
0.5330398352982804,0.3230645681297444,0.5233804873490916,0.2857142857142857,1.0,0.514198199679897,0.24769802565621082,0.5233804873490916,0.2857142857142857,1.0,0.5205694397506216,0.2731829859391091,0.5233804873490916,0.2857142857142857,1.0
0.7309748396705761,0.6614216803672277,0.6698850857224841,0.5925925925925926,1.0,0.7372993161551598,0.5203510166579298,0.8362536553701168,0.5925925925925926,1.0,0.7309748396705761,0.6614216803672277,0.6698850857224841,0.5925925925925926,1.0
0.3771964002264284,0.16412811766314603,0.35224761606989197,0.5806451612903226,0.4117647058823529,0.45808484770548685,0.40916763083664703,0.4582761243116761,0.43548387096774194,0.5294117647058824,0.32036638551268376,0.2946638161229617,0.3055873046754015,0.3870967741935484,0.29411764705882354
0.4134205306485656,0.17736847263323938,0.1905993642467373,0.625,0.6607142857142857,0.18415924009737167,0.031189352710012816,0.13401903625090253,0.42857142857142855,0.14285714285714285,0.15973468883387856,0.024326475385692634,0.13246942280696447,0.39285714285714285,0.08928571428571429
0.574995706442659,0.29738726341300875,0.6448369416679716,0.4827586206896552,0.875,0.7884600751916633,0.6733187455351302,0.7908663828177296,0.6896551724137931,1.0,0.7701528492208856,0.7564651602538931,0.7724220986986149,0.5517241379310345,1.0
0.3085888486744821,0.22371101633679416,0.24471845243520837,0.34,0.42592592592592593,0.2604639883718726,0.19882727139198308,0.21710275616958147,0.2,0.42592592592592593,0.34565348404354124,0.19507908258806564,0.21494226099350663,0.38,0.5925925925925926
0.23505542972155619,0.02901672795563314,0.05130160928807951,0.30434782608695654,0.5555555555555556,0.17827323647892424,0.020547513060593953,0.054864273434813204,0.30434782608695654,0.3333333333333333,0.1824184097475896,0.03712820613525541,0.054864273434813204,0.30434782608695654,0.3333333333333333
0.33693561658270565,0.08162193960156483,0.34418320479193587,0.2923076923076923,0.6296296296296297,0.5233166123682321,0.21234328218265108,0.6322052185723287,0.4153846153846154,0.8333333333333334,0.5652800357375097,0.3214644625366989,0.6539006946583544,0.4153846153846154,0.8703703703703703
0.590322286957182,0.4006236620994292,0.43103585609966916,0.6296296296296297,0.9,0.5060630276979228,0.4006236620994292,0.43103585609966916,0.5925925925925926,0.6,0.5060630276979228,0.4006236620994292,0.43103585609966916,0.5925925925925926,0.6
0.4394706881456355,0.017601611169066448,0.24028114141347542,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5240006320403914,0.32514518806226517,0.40547272471468526,0.36538461538461536,1.0,0.5354533966392568,0.1503135189118644,0.2799616061067013,0.7115384615384616,1.0,0.37825760004992864,0.05566551161274253,0.21785439907648257,0.5576923076923077,0.6818181818181818
0.16422105688077354,0.027937945020684165,0.07632507635341504,0.3898305084745763,0.16279069767441862,0.05163313424393239,0.03658296553485597,0.0725904859067782,0.05084745762711865,0.046511627906976744,0.2747138342854456,0.03860616536103936,0.08862914813076264,0.576271186440678,0.3953488372093023
0.4613509904465031,0.32539272380429596,0.5546396163600946,0.6216216216216216,0.34375,0.5217836451356961,0.5858858032573505,0.5713501286367851,0.6486486486486487,0.28125,0.5217836451356961,0.5858858032573505,0.5713501286367851,0.6486486486486487,0.28125
0.6240683005370811,0.48861031957034523,0.47432954924464565,0.5333333333333333,1.0,0.6240683005370811,0.48861031957034523,0.47432954924464565,0.5333333333333333,1.0,0.6240683005370811,0.48861031957034523,0.47432954924464565,0.5333333333333333,1.0
0.2719332692306992,0.08418823657596383,0.27277560957760216,0.5641025641025641,0.16666666666666666,0.3615031041787589,0.20492089139365371,0.2667325509624076,0.3076923076923077,0.6666666666666666,0.18127191848800608,0.10910894511799621,0.16726078011607942,0.28205128205128205,0.16666666666666666
0.4384484365212943,0.26512298021756175,0.3346477773618684,0.6206896551724138,0.5333333333333333,0.5903440635130752,0.5830738459889044,0.6012909138105229,0.3103448275862069,0.8666666666666667,0.5903440635130752,0.5830738459889044,0.6012909138105229,0.3103448275862069,0.8666666666666667
0.2845573272512524,0.10109128194114021,0.2191233211815162,0.40625,0.4117647058823529,0.29539224085897126,0.13553148236064597,0.2868463046046508,0.40625,0.35294117647058826,0.29539224085897126,0.13553148236064597,0.2868463046046508,0.40625,0.35294117647058826
0.5661922851419148,0.3511594297682391,0.5983923194950723,0.5652173913043478,0.75,0.598746352910621,0.35385550227872564,0.6268787016342896,0.6086956521739131,0.8055555555555556,0.5330232400331416,0.16221908941615115,0.6268787016342896,0.5652173913043478,0.7777777777777778
0.26693666689599543,0.05436521821690928,0.1336822012467717,0.23684210526315788,0.6428571428571429,0.17312466424065445,0.028614034158046767,0.1413282318271275,0.23684210526315788,0.2857142857142857,0.4424064335439791,0.19485986271795278,0.5559688789767607,0.4473684210526316,0.5714285714285714
0.7675144018086373,0.7169612287433463,0.7187529441477684,0.7555555555555555,0.8787878787878788,0.7675144018086373,0.7169612287433463,0.7187529441477684,0.7555555555555555,0.8787878787878788,0.6966053007209851,0.6982286046835641,0.7063744163821947,0.5333333333333333,0.8484848484848485
